CODE,SOT,year,Site,Zone,Tree #,Aspect,Height,CODE,Stem length,Tray mass (g),SOT+0 (m/g),SOT+1 (m/g),SOT+2 (m/g),SOT+3 (m/g),SOT+4 (m/g),SOT+5 (m/g),Dry weight,Fresh wgt,Dry wgt,H2O content,Total needles,MEAN (cm),SA/leaf (cm2),SA total (cm2),SA total (m2),1,2,3,4,5,gmin
T13 W4 LC,2018-09-26,2018,T13,W,4,L,C,T13 W4 LC,27.5,2.28,3.2304,3.1912,3.1407,3.0428,2.9569,2.881,2.7047,0.9504,0.4247,123.7814928,93,0.94,3.1584564,293.7364452,0.029373645,9.76208E-07,1.19837E-06,2.05684E-06,2.4727E-06,1.77086E-06,1.12803E-06
T13 W4 LS,2018-09-26,2018,T13,W,4,L,S,T13 W4 LS,19.5,2.2484,2.5848,2.4936,2.4426,2.4242,2.4201,2.4197,2.4103,0.3364,0.1619,107.7825818,39,1.14,3.8304684,149.3882676,0.014938827,4.466E-06,2.37938E-06,7.60126E-07,2.32084E-07,1.83511E-08,3.51138E-06
T13 W4 WA,2018-09-26,2018,T13,W,4,W,A,T13 W4 WA,NA,NA,NA,NA,NA,NA,NA,NA,2.5085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T13 W4 WC,2018-09-26,2018,T13,W,4,W,C,T13 W4 WC,20.2,2.3449,2.9113,2.8558,2.7971,2.7049,2.6691,2.6492,2.6036,0.5664,0.2587,118.9408581,64,1.05,3.528063,225.796032,0.022579603,1.79788E-06,1.813E-06,2.51909E-06,1.34107E-06,6.03755E-07,3.25124E-06
T13 W4 WS,2018-09-26,2018,T13,W,4,W,S,T13 W4 WS,NA,NA,NA,NA,NA,NA,NA,NA,2.3391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T13 W5 LA,2018-09-26,2018,T13,W,5,L,A,T13 W5 LA,24.9,2.3201,2.9683,2.9325,2.9027,2.8722,2.8281,2.7646,2.6272,0.6482,0.3071,111.0713123,58,0.96,3.2256576,187.0881408,0.018708814,1.40012E-06,1.10976E-06,1.00647E-06,1.99282E-06,2.32681E-06,-1.41606E-08
T13 W5 LC,2018-09-26,2018,T13,W,5,L,C,T13 W5 LC,26.4,2.3739,3.1169,3.0669,3.0105,2.9503,2.8818,2.824,2.7169,0.743,0.343,116.6180758,87,1,3.36006,292.32522,0.029232522,1.25159E-06,1.34419E-06,1.27136E-06,1.98121E-06,1.35544E-06,1.22779E-06
T13 W5 LS,2018-09-26,2018,T13,W,5,L,S,T13 W5 LS,19.8,2.2941,2.5974,2.5153,2.4825,2.4628,2.4563,2.455,2.4432,0.3033,0.1491,103.4205231,39,1.23,4.1328738,161.1820782,0.016118208,3.7273E-06,1.41759E-06,7.54673E-07,3.40832E-07,5.53025E-08,2.21734E-06
T13 W5 WA,2018-09-26,2018,T13,W,5,W,A,T13 W5 WA,9.4,2.2362,2.3633,2.3174,2.3072,2.3042,2.3029,2.3021,2.2953,0.1271,0.0591,115.0592217,30,0.72,2.4192432,72.577296,0.00725773,4.62677E-06,9.79322E-07,2.5513E-07,1.51472E-07,7.55495E-08,1.35061E-06
T13 W5 WC,2018-09-26,2018,T13,W,5,W,C,T13 W5 WC,10,2.3114,2.4287,2.3954,2.3824,2.3772,2.3738,2.3731,2.3666,0.1173,0.0552,112.5,31,0.6,2.016036,62.497116,0.006249712,3.89793E-06,1.44975E-06,5.13479E-07,4.60047E-07,7.67605E-08,2.08535E-06
T13 W5 WS,2018-09-26,2018,T13,W,5,W,S,T13 W5 WS,16.3,1.9151,2.1856,2.1438,2.105,2.0751,2.0635,2.0558,2.0379,0.2705,0.1228,120.276873,38,1.04,3.4944624,132.7895712,0.013278957,2.303E-06,2.03596E-06,1.38985E-06,7.38746E-07,3.97451E-07,3.08883E-06
TIS L1 LA,2018-03-02,2018,TIS,L,1,L,A,TIS L1 LA,12.4,2.3821,2.6625,2.6463,2.6342,2.623,2.6137,2.6041,2.5125,0.2804,0.1304,115.0306748,32,0.87,2.9232522,93.5440704,0.009354407,8.75652E-07,6.72366E-07,6.45749E-07,5.64935E-07,5.41586E-07,7.71763E-07
TIS L1 LC,2018-03-02,2018,TIS,L,1,L,C,TIS L1 LC,17.8,2.5074,3.0397,3.0029,2.9786,2.9581,2.9397,2.9195,2.7714,0.5323,0.264,101.6287879,38,0.85,2.856051,108.529938,0.010852994,1.71389E-06,1.16372E-06,1.01889E-06,9.63293E-07,9.82156E-07,1.24212E-06
TIS L1 LS,2018-03-02,2018,TIS,L,1,L,S,TIS L1 LS,11.6,2.3905,2.583,2.5556,2.5369,2.5213,2.5099,2.5,2.4638,0.1925,0.0733,162.6193724,28,1,3.36006,94.08168,0.009408168,1.47376E-06,1.03316E-06,8.94358E-07,6.8856E-07,5.55263E-07,1.36666E-06
TIS L1 WA,2018-03-02,2018,TIS,L,1,W,A,TIS L1 WA,13,2.3909,2.6995,2.6757,2.6576,2.6419,2.629,2.6154,2.5404,0.3086,0.1495,106.4214047,31,0.91,3.0576546,94.7872926,0.009478729,1.27151E-06,9.92591E-07,8.93329E-07,7.73406E-07,7.57107E-07,1.14334E-06
TIS L1 WC,2018-03-02,2018,TIS,L,1,W,C,TIS L1 WC,16.8,2.455,2.9854,2.9519,2.933,2.9174,2.9048,2.8917,2.7074,0.5304,0.2524,110.1426307,42,0.84,2.8224504,118.5429168,0.011854292,1.43049E-06,8.28731E-07,7.09816E-07,6.03899E-07,5.83234E-07,9.76262E-07
TIS L1 WS,2018-03-02,2018,TIS,L,1,W,S,TIS L1 WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TIS L2 LA,2018-03-02,2018,TIS,L,2,L,A,TIS L2 LA,27.1,2.4068,3.22,3.1735,3.146,3.1252,3.1067,3.0886,2.7792,0.8132,0.3724,118.3673469,97,0.91,3.0576546,296.5924962,0.02965925,7.94791E-07,4.82018E-07,3.7826E-07,3.54491E-07,3.22038E-07,5.60499E-07
TIS L2 LC,2018-03-02,2018,TIS,L,2,L,C,TIS L2 LC,20.2,2.298,2.9595,2.9333,2.9122,2.8953,2.8828,2.8685,2.5972,0.6615,0.2992,121.0895722,75,0.82,2.7552492,206.64369,0.020664369,6.42587E-07,5.30884E-07,4.41044E-07,3.43854E-07,3.65159E-07,6.28262E-07
TIS L2 LS,2018-03-02,2018,TIS,L,2,L,S,TIS L2 LS,19.8,2.4828,2.9867,2.9451,2.9133,2.8881,2.8667,2.8457,2.7125,0.5039,0.2297,119.3730953,68,0.87,2.9232522,198.7811496,0.019878115,1.0613E-06,8.31607E-07,6.83805E-07,6.11846E-07,5.57358E-07,9.843E-07
TIS L2 WA,2018-03-02,2018,TIS,L,2,W,A,TIS L2 WA,14.7,2.5153,2.9125,2.8837,2.8586,2.8396,2.8217,2.8033,2.6965,0.3972,0.1812,119.205298,53,0.87,2.9232522,154.9323666,0.015493237,9.43338E-07,8.42204E-07,6.61353E-07,6.56746E-07,6.26635E-07,9.24693E-07
TIS L2 WC,2018-03-02,2018,TIS,L,2,W,C,TIS L2 WC,19.9,2.4622,3.0657,3.0394,3.0174,3,2.9848,2.9697,2.7391,0.6035,0.2769,117.9487179,70,0.87,2.9232522,204.627654,0.020462765,6.51932E-07,5.58887E-07,4.58629E-07,4.22201E-07,3.89334E-07,6.48044E-07
TIS L2 WS,2018-03-02,2018,TIS,L,2,W,S,TIS L2 WS,18.4,2.4426,2.934,2.8959,2.8683,2.8461,2.8258,2.8068,2.6749,0.4914,0.2323,111.5368059,65,0.9,3.024054,196.56351,0.019656351,9.8384E-07,7.29939E-07,6.09098E-07,5.87042E-07,5.10041E-07,8.47643E-07
TIS L3 LA,2018-03-02,2018,TIS,L,3,L,A,TIS L3 LA,31.5,2.4692,3.2904,3.25,3.2238,3.1962,3.1709,3.148,2.8584,0.8212,0.3892,110.9969168,78,1.02,3.4272612,267.3263736,0.026732637,7.67367E-07,5.09541E-07,5.56806E-07,5.38017E-07,4.51999E-07,5.81086E-07
TIS L3 LC,2018-03-02,2018,TIS,L,3,L,C,TIS L3 LC,33.8,2.3766,3.4729,3.4182,3.3855,3.3578,3.3331,3.3069,2.8915,1.0963,0.5149,112.9151292,77,1.02,3.4272612,263.8991124,0.026389911,1.05227E-06,6.44126E-07,5.66179E-07,5.32023E-07,5.23851E-07,7.04789E-07
TIS L3 LS,2018-03-02,2018,TIS,L,3,L,S,TIS L3 LS,36.3,2.389,3.6489,3.593,3.5656,3.5428,3.5234,3.5025,2.9816,1.2599,0.5926,112.6054674,84,1.15,3.864069,324.581796,0.03245818,8.74682E-07,4.38865E-07,3.7885E-07,3.39786E-07,3.39721E-07,4.9208E-07
TIS L3 WA,2018-03-02,2018,TIS,L,3,W,A,TIS L3 WA,18.5,2.4047,2.9219,2.8838,2.8575,2.8355,2.8145,2.792,2.6399,0.5172,0.2352,119.8979592,55,0.82,2.7552492,151.538706,0.015153871,1.27729E-06,9.02302E-07,7.82954E-07,7.8788E-07,7.83391E-07,9.37263E-07
TIS L3 WC,2018-03-02,2018,TIS,L,3,W,C,TIS L3 WC,32.7,2.5024,3.4973,3.4378,3.3988,3.3644,3.3316,3.2917,2.962,0.9949,0.4596,116.4708442,74,1.06,3.5616636,263.5631064,0.026356311,1.14672E-06,7.69333E-07,7.03932E-07,7.07409E-07,7.98826E-07,7.1269E-07
TIS L3 WS,2018-03-02,2018,TIS,L,3,W,S,TIS L3 WS,17.3,2.4176,2.6968,2.6736,2.6659,2.661,2.6564,2.65,2.5299,0.2792,0.1123,148.6197685,33,1.18,3.9648708,130.8407364,0.013084074,9.00875E-07,3.06013E-07,2.01978E-07,1.99865E-07,2.58076E-07,2.92557E-07
TIS L4 LA,2018-03-02,2018,TIS,L,4,L,A,TIS L4 LA,24.1,2.3016,2.9335,2.8967,2.8702,2.8475,2.8292,2.8085,2.5969,0.6319,0.2953,113.9857772,67,0.97,3.2592582,218.3702994,0.02183703,8.56401E-07,6.31058E-07,5.60698E-07,4.76404E-07,5.00123E-07,7.09055E-07
TIS L4 LC,2018-03-02,2018,TIS,L,4,L,C,TIS L4 LC,45.7,2.3924,4.0075,3.9235,3.8727,3.8292,3.7895,3.7463,3.1663,1.6151,0.7739,108.696214,126,0.95,3.192057,402.199182,0.040219918,1.06126E-06,6.56633E-07,5.83452E-07,5.61101E-07,5.66725E-07,6.94204E-07
TIS L4 LS,2018-03-02,2018,TIS,L,4,L,S,TIS L4 LS,15.1,2.4167,2.6701,2.6519,2.637,2.6246,2.6159,2.6077,2.5292,0.2534,0.1125,125.2444444,31,2.23,7.4929338,232.2809478,0.023228095,3.99751E-07,3.08558E-07,2.82438E-07,2.1711E-07,2.02744E-07,3.86682E-07
TIS L4 WA,2018-03-02,2018,TIS,L,4,W,A,TIS L4 WA,33.4,2.4322,3.2061,3.1428,3.0938,3.0528,3.0197,2.9894,2.7659,0.7739,0.3337,131.9148936,76,1.04,3.4944624,265.5791424,0.026557914,1.21596E-06,8.87844E-07,8.16818E-07,7.22555E-07,6.55273E-07,1.04781E-06
TIS L4 WC,2018-03-02,2018,TIS,L,4,W,C,TIS L4 WC,40.6,2.4096,3.7786,3.7053,3.6611,3.6241,3.5921,3.5628,3.0547,1.369,0.6451,112.2151604,108,0.91,3.0576546,330.2266968,0.03302267,1.13246E-06,6.44107E-07,5.92749E-07,5.61729E-07,5.09625E-07,7.29116E-07
TIS L4 WS,2018-03-02,2018,TIS,L,4,W,S,TIS L4 WS,33.4,2.3216,3.1548,3.0939,3.0507,3.0161,2.988,2.9635,2.7042,0.8332,0.3826,117.7731312,85,1.06,3.5616636,302.741406,0.030274141,1.02633E-06,6.86589E-07,6.04795E-07,5.38156E-07,4.64819E-07,8.29772E-07
TIS L5 LA,2018-03-02,2018,TIS,L,5,L,A,TIS L5 LA,35.3,2.2593,2.9195,2.888,2.8679,2.8508,2.8374,2.8243,2.5571,0.6602,0.2978,121.692411,82,0.72,2.4192432,198.3779424,0.019837794,8.10414E-07,4.8752E-07,4.5618E-07,3.91572E-07,3.79413E-07,5.64796E-07
TIS L5 LC,2018-03-02,2018,TIS,L,5,L,C,TIS L5 LC,54,2.351,4.1655,4.0623,4.003,3.9556,3.9145,3.8712,3.1933,1.8145,0.8423,115.4220586,112,0.95,3.192057,357.510384,0.035751038,1.47311E-06,7.98056E-07,7.01614E-07,6.665E-07,6.95801E-07,8.3515E-07
TIS L5 LS,2018-03-02,2018,TIS,L,5,L,S,TIS L5 LS,21.6,2.2841,2.5469,2.5103,2.4851,2.4669,2.4571,2.4498,2.4167,0.2628,0.1326,98.19004525,31,0.93,3.1248558,96.8705298,0.009687053,1.92874E-06,1.2516E-06,9.94368E-07,5.86397E-07,4.33014E-07,1.81866E-06
TIS L5 WA,2018-03-02,2018,TIS,L,5,W,A,TIS L5 WA,43.2,2.337,3.3835,3.3212,3.2786,3.244,3.2129,3.1852,2.8311,1.0465,0.4941,111.7992309,85,0.9,3.024054,257.04459,0.025704459,1.23744E-06,7.97311E-07,7.12595E-07,7.01369E-07,6.19194E-07,8.9857E-07
TIS L5 WC,2018-03-02,2018,TIS,L,5,W,C,TIS L5 WC,34.9,2.3228,3.4569,3.3967,3.3515,3.3173,3.2874,3.2557,2.8508,1.1341,0.528,114.7916667,78,0.95,3.192057,248.980446,0.024898045,1.23434E-06,8.73219E-07,7.27277E-07,6.96019E-07,7.31577E-07,9.16688E-07
TIS L5 WS,2018-03-02,2018,TIS,L,5,W,S,TIS L5 WS,19.4,2.2866,2.5332,2.5195,2.5074,2.4981,2.4894,2.4817,2.4062,0.2466,0.1196,106.187291,42,0.81,2.7216486,114.3092412,0.011430924,6.11922E-07,5.09223E-07,4.30765E-07,4.41181E-07,3.87095E-07,5.66655E-07
TIS W1 LA,2018-03-02,2018,TIS,W,1,L,A,TIS W1 LA,16.9,2.5019,2.8835,2.8452,2.8196,2.7966,2.7779,2.7593,2.6841,0.3816,0.1822,109.4401756,57,0.85,2.856051,162.794907,0.016279491,1.19534E-06,8.25339E-07,7.12091E-07,6.39646E-07,5.38165E-07,1.0057E-06
TIS W1 LC,2018-03-02,2018,TIS,W,1,L,C,TIS W1 LC,44.4,2.3398,3.6753,3.5761,3.5224,3.4735,3.4355,3.3915,2.9762,1.3355,0.6364,109.8522942,140,0.94,3.1584564,442.183896,0.04421839,1.14003E-06,6.37382E-07,5.5742E-07,4.78564E-07,4.68656E-07,7.40267E-07
TIS W1 LS,2018-03-02,2018,TIS,W,1,L,S,TIS W1 LS,19.8,2.24551,2.8494,2.8295,2.8173,2.8054,2.7975,2.7878,2.6479,0.60389,0.40239,50.07579711,57,0.82,2.7552492,157.0492044,0.01570492,6.43719E-07,4.07725E-07,3.81872E-07,2.80088E-07,2.90942E-07,4.98403E-07
TIS W1 WA,2018-03-02,2018,TIS,W,1,W,A,TIS W1 WA,14.1,2.4196,2.6035,2.5848,2.5697,2.556,2.5464,2.5371,2.5087,0.1839,0.0891,106.3973064,43,0.53,1.7808318,76.5757674,0.007657577,1.2415E-06,1.03495E-06,9.018E-07,6.98175E-07,5.71971E-07,1.35912E-06
TIS W1 WC,2018-03-02,2018,TIS,W,1,W,C,TIS W1 WC,20.2,2.4706,3.0024,2.9648,2.9399,2.9153,2.8953,2.873,2.7159,0.5318,0.2453,116.7957603,73,0.84,2.8224504,206.0388792,0.020603888,9.27963E-07,6.34176E-07,6.01911E-07,5.40612E-07,5.09728E-07,7.23732E-07
TIS W1 WS,2018-03-02,2018,TIS,W,1,W,S,TIS W1 WS,40.1,2.4309,3.3954,3.3433,3.308,3.2759,3.2488,3.2177,2.9064,0.9645,0.4755,102.8391167,114,0.95,3.192057,363.894498,0.03638945,7.2773E-07,5.09129E-07,4.44642E-07,4.14708E-07,4.02546E-07,5.65145E-07
TIS W2 LA,2018-03-02,2018,TIS,W,2,L,A,TIS W2 LA,24.4,2.4316,3.1171,3.0837,3.0636,3.0445,3.0297,3.0123,2.7845,0.6855,0.3529,94.24766223,58,1.12,3.7632672,218.2694976,0.02182695,7.7898E-07,4.8318E-07,4.41155E-07,3.77693E-07,3.75506E-07,5.54652E-07
TIS W2 LC,2018-03-02,2018,TIS,W,2,L,C,TIS W2 LC,33.1,2.3778,3.7657,3.5929,3.5593,3.5272,3.5006,3.4714,2.9798,1.3879,0.602,130.5481728,88,0.98,3.2928588,289.7715744,0.028977157,3.03987E-06,6.08276E-07,5.58603E-07,5.11295E-07,4.74637E-07,6.95081E-07
TIS W2 LS,2018-03-02,2018,TIS,W,2,L,S,TIS W2 LS,30.9,2.542,3.3212,3.2733,3.2525,3.2335,3.2187,3.2034,2.9125,0.7792,0.3705,110.3103914,64,1.11,3.7296666,238.6986624,0.023869866,1.02053E-06,4.57198E-07,4.01364E-07,3.45284E-07,3.01903E-07,5.59125E-07
TIS W2 WA,2018-03-02,2018,TIS,W,2,W,A,TIS W2 WA,11.1,2.3747,2.5761,2.5569,2.542,2.5302,2.5212,2.5121,2.4724,0.2014,0.0977,106.1412487,33,0.85,2.856051,94.249683,0.009424968,1.04178E-06,8.2951E-07,6.31404E-07,5.31792E-07,4.54834E-07,1.04016E-06
TIS W2 WC,2018-03-02,2018,TIS,W,2,W,C,TIS W2 WC,26.6,2.4859,3.3564,3.2845,3.2345,3.1858,3.148,3.1087,2.9036,0.8705,0.4177,108.4031602,81,0.95,3.192057,258.556617,0.025855662,1.4185E-06,1.01488E-06,9.49891E-07,8.14199E-07,7.16033E-07,1.23503E-06
TIS W2 WS,2018-03-02,2018,TIS,W,2,W,S,TIS W2 WS,22.7,2.333,2.8032,2.7815,2.7705,2.7596,2.7496,2.7419,2.5596,0.4702,0.2266,107.5022065,56,0.93,3.1248558,174.9919248,0.017499192,6.32593E-07,3.29867E-07,3.14096E-07,3.18275E-07,2.0726E-07,4.19649E-07
TIS W3 LA,2018-03-02,2018,TIS,W,3,L,A,TIS W3 LA,22.8,2.3139,2.9887,2.9606,2.9419,2.9231,2.9075,2.8911,2.6216,0.6748,0.3077,119.3045174,63,0.97,3.2592582,205.3332666,0.020533327,6.99905E-07,4.7803E-07,4.61667E-07,4.23136E-07,3.7631E-07,5.55077E-07
TIS W3 LC,2018-03-02,2018,TIS,W,3,L,C,TIS W3 LC,20.8,2.5205,3.1705,3.1323,3.109,3.0874,3.0705,3.0512,2.8168,0.65,0.2963,119.3722578,59,0.92,3.0912552,182.3840568,0.018238406,1.07149E-06,6.7024E-07,5.97484E-07,5.16047E-07,4.98602E-07,7.79316E-07
TIS W3 LS,2018-03-02,2018,TIS,W,3,L,S,TIS W3 LS,22.9,2.5439,3.1816,3.1443,3.1265,3.1091,3.0966,3.0814,2.8357,0.6377,0.2918,118.540096,70,0.79,2.6544474,185.811318,0.018581132,1.02648E-06,5.02783E-07,4.72205E-07,3.74691E-07,3.85372E-07,5.91175E-07
TIS W3 WA,2018-03-02,2018,TIS,W,3,W,A,TIS W3 WA,12.8,2.4939,2.7529,2.7272,2.7107,2.6967,2.6867,2.6761,2.6146,0.259,0.1207,114.5816073,32,0.85,2.856051,91.393632,0.009139363,1.44369E-06,9.47184E-07,7.72749E-07,6.09374E-07,5.46512E-07,1.19684E-06
TIS W3 WC,2018-03-02,2018,TIS,W,3,W,C,TIS W3 WC,17.7,2.2475,3.0436,2.9928,2.9618,2.9321,2.9095,2.8835,2.6035,0.7961,0.356,123.6235955,64,0.98,3.2928588,210.7429632,0.021074296,1.23783E-06,7.71677E-07,7.11019E-07,5.97262E-07,5.81334E-07,9.04998E-07
TIS W3 WS,2018-03-02,2018,TIS,W,3,W,S,TIS W3 WS,24,2.4014,3.0101,2.9864,2.9716,2.9594,2.949,2.9376,2.6895,0.6087,0.2881,111.2808053,65,0.98,3.2928588,214.035822,0.021403582,5.6838E-07,3.62795E-07,2.87541E-07,2.70558E-07,2.51012E-07,4.16293E-07
TIS W4 LA,2018-03-02,2018,TIS,W,4,L,A,TIS W4 LA,18.6,2.5291,2.888,2.8641,2.8485,2.8317,2.8203,2.8057,2.701,0.3589,0.1719,108.7841768,43,0.98,3.2928588,141.5929284,0.014159293,8.66809E-07,5.78192E-07,5.98632E-07,4.48397E-07,4.85852E-07,6.77307E-07
TIS W4 LC,2018-03-02,2018,TIS,W,4,L,C,TIS W4 LC,19.5,2.4546,2.8964,2.8476,2.8234,2.8031,2.7856,2.7673,2.5911,0.4418,0.1365,223.6630037,33,0.97,3.2592582,107.5555206,0.010755552,2.38016E-06,1.17822E-06,1.01789E-06,9.25313E-07,8.97805E-07,1.33164E-06
TIS W4 LS,2018-03-02,2018,TIS,W,4,L,S,TIS W4 LS,29.6,2.2284,3.1212,3.068,3.0436,3.0198,3.0003,2.9787,2.6416,0.8928,0.4132,116.0696999,73,1.15,3.864069,282.077037,0.028207704,9.64365E-07,4.53876E-07,4.2573E-07,3.85019E-07,3.60813E-07,5.18324E-07
TIS W4 WA,2018-03-02,2018,TIS,W,4,W,A,TIS W4 WA,19.9,2.2242,2.5909,2.5673,2.5525,2.5403,2.5299,2.5174,2.3847,0.3667,0.1605,128.4735202,33,1.26,4.2336756,139.7112948,0.013971129,8.84436E-07,5.54769E-07,4.70837E-07,4.23462E-07,4.72072E-07,5.83698E-07
TIS W4 WC,2018-03-02,2018,TIS,W,4,W,C,TIS W4 WC,10.1,2.1874,2.4664,2.4398,2.4198,2.4037,2.391,2.3783,2.3123,0.279,0.1249,123.378703,37,0.83,2.7888498,103.1874426,0.010318744,1.35246E-06,1.01508E-06,8.41339E-07,7.00089E-07,6.49486E-07,1.23481E-06
TIS W4 WS,2018-03-02,2018,TIS,W,4,W,S,TIS W4 WS,22.7,2.2618,2.6504,2.6238,2.6115,2.602,2.5948,2.5863,2.4162,0.3886,0.1544,151.6839378,48,1.18,3.9648708,190.3137984,0.01903138,7.3198E-07,3.38383E-07,2.69203E-07,2.15185E-07,2.35653E-07,3.91379E-07
TIS W5 LA,2018-03-02,2018,TIS,W,5,L,A,TIS W5 LA,30.2,2.3842,3.224,3.181,3.1536,3.131,3.1114,3.0908,2.7615,0.8398,0.3773,122.5815001,83,0.76,2.5536456,211.9525848,0.021195258,1.06506E-06,6.77291E-07,5.74972E-07,5.26047E-07,5.12893E-07,7.62542E-07
TIS W5 LC,2018-03-02,2018,TIS,W,5,L,C,TIS W5 LC,28.8,2.4776,3.4804,3.4255,3.401,3.3817,3.3647,3.3452,2.9309,1.0028,0.4533,121.2221487,76,1.04,3.4944624,265.5791424,0.026557914,1.08547E-06,4.83299E-07,3.91896E-07,3.64057E-07,3.87484E-07,5.17033E-07
TIS W5 LS,2018-03-02,2018,TIS,W,5,L,S,TIS W5 LS,21.1,2.1545,2.6639,2.6056,2.5637,2.5315,2.5059,2.4802,2.3745,0.5094,0.22,131.5454545,37,1.06,3.5616636,131.7815532,0.013178155,2.32328E-06,1.66493E-06,1.31761E-06,1.10508E-06,1.02916E-06,2.02115E-06
TIS W5 WA,2018-03-02,2018,TIS,W,5,W,A,TIS W5 WA,10.9,2.161,2.3323,2.3075,2.2905,2.2762,2.264,2.251,2.214,0.1713,0.053,223.2075472,33,0.8,2.688048,88.705584,0.008870558,1.46826E-06,1.00407E-06,8.69355E-07,7.82256E-07,7.73393E-07,1.12997E-06
TIS W5 WC,2018-03-02,2018,TIS,W,5,W,C,TIS W5 WC,25.9,2.243,3.0915,3.0306,2.9901,2.9554,2.9229,2.8858,2.6223,0.8485,0.3793,123.7015555,74,0.98,3.2928588,243.6715512,0.024367155,1.31242E-06,8.70986E-07,7.67974E-07,7.58637E-07,8.03565E-07,8.74351E-07
TIS W5 WS,2018-03-02,2018,TIS,W,5,W,S,TIS W5 WS,28.9,2.4685,3.0454,3.0095,2.9934,2.981,2.9708,2.9612,2.7224,0.5769,0.2539,127.2154391,67,0.94,3.1584564,211.6165788,0.021161658,8.90822E-07,3.98633E-07,3.1598E-07,2.74138E-07,2.39435E-07,4.88849E-07
WSU F1 LA,2018-03-02,2018,WSU,F,1,L,A,WSU F1 LA,15,2.2825,2.7158,2.696,2.6838,2.6743,2.6666,2.6567,2.4756,0.4333,0.1931,124.391507,31,1.29,4.3344774,134.3687994,0.01343688,8.10277E-07,4.7546E-07,3.83646E-07,3.25351E-07,3.98139E-07,4.9724E-07
WSU F1 LC,2018-03-02,2018,WSU,F,1,L,C,WSU F1 LC,23.8,2.1483,2.7735,2.7512,2.7398,2.7291,2.7211,2.7118,2.4269,0.6252,0.2786,124.4077531,57,1.09,3.6624654,208.7605278,0.020876053,5.87398E-07,2.85927E-07,2.78084E-07,2.17576E-07,2.40703E-07,3.24235E-07
WSU F1 LS,2018-03-02,2018,WSU,F,1,L,S,WSU F1 LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F1 WA,2018-03-02,2018,WSU,F,1,W,A,WSU F1 WA,20.2,2.3025,2.5015,2.4901,2.4827,2.476,2.4704,2.4643,2.4102,0.199,0.1077,84.77251625,23,1.09,3.6624654,84.2367042,0.00842367,7.43859E-07,4.59938E-07,4.31548E-07,3.77411E-07,3.91283E-07,5.06081E-07
WSU F1 WC,2018-03-02,2018,WSU,F,1,W,C,WSU F1 WC,16.5,2.1747,2.5303,2.5151,2.5077,2.5008,2.4949,2.4898,2.3318,0.3556,0.1571,126.3526416,39,1.15,3.864069,150.698691,0.015069869,5.48656E-07,2.57021E-07,2.48482E-07,2.22199E-07,1.82864E-07,3.14706E-07
WSU F1 WS,2018-03-02,2018,WSU,F,1,W,S,WSU F1 WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F2 LA,2018-03-02,2018,WSU,F,2,L,A,WSU F2 LA,12,2.2447,2.5873,2.5697,2.5593,2.5506,2.5431,2.5362,2.4031,0.3426,0.1584,116.2878788,31,1.09,3.6624654,113.5364274,0.011353643,8.53365E-07,4.80199E-07,4.16007E-07,3.74962E-07,3.28349E-07,5.73687E-07
WSU F2 LC,2018-03-02,2018,WSU,F,2,L,C,WSU F2 LC,21.4,2.2533,3.0716,3.0288,3.0075,2.9872,2.9724,2.9574,2.6336,0.8183,0.3803,115.1722324,52,1.077777778,3.621398,188.312696,0.01883127,1.25141E-06,5.92836E-07,5.85232E-07,4.46101E-07,4.30467E-07,7.32843E-07
WSU F2 LS,2018-03-02,2018,WSU,F,2,L,S,WSU F2 LS,19.5,2.2572,2.5731,2.5573,2.5494,2.5428,2.5356,2.5289,2.4156,0.3159,0.1584,99.43181818,41,0.833333333,2.80005,114.80205,0.011480205,7.57601E-07,3.60761E-07,3.12105E-07,3.56008E-07,3.15328E-07,3.6839E-07
WSU F2 WA,2018-03-02,2018,WSU,F,2,W,A,WSU F2 WA,26.3,2.3031,2.9658,2.9364,2.9196,2.9031,2.889,2.8734,2.6213,0.6627,0.3182,108.265242,73,0.88,2.9568528,215.8502544,0.021585025,7.49946E-07,4.07572E-07,4.14962E-07,3.70838E-07,3.90589E-07,4.29266E-07
WSU F2 WC,2018-03-02,2018,WSU,F,2,W,C,WSU F2 WC,29.8,2.2895,3.2205,3.1624,3.1363,3.1134,3.0937,3.0742,2.7179,0.931,0.4284,117.3202614,78,1.05,3.528063,275.188914,0.027518891,1.16288E-06,4.96742E-07,4.51576E-07,4.06395E-07,3.82976E-07,5.69689E-07
WSU F2 WS,2018-03-02,2018,WSU,F,2,W,S,WSU F2 WS,13.5,2.2171,2.3821,2.3709,2.3634,2.355,2.3503,2.3453,2.3072,0.165,0.0901,83.12985572,13,1.17,3.9312702,51.1065126,0.005110651,1.20679E-06,7.69113E-07,8.92287E-07,5.22108E-07,5.28715E-07,1.06004E-06
